ISBN10	ISBN13	Title	Author	Cover	Publisher	Pages
0671014773	9780671014773	Witchlight Night World 9	L.J. Smith	http://www.openisbn.com/cover/0671014773_72.jpg	Simon Pulse	240
0671551345	9780671551346	Night World: Daughters Of Darkness	L. J. Smith	http://www.openisbn.com/cover/0671551345_72.jpg	Pocket Books	240
0671721100	9780671721107	Born To Run	Mercedes Lackey,Larry Dixon	http://www.openisbn.com/cover/0671721100_72.jpg	Baen	336
0553574574	9780553574579	Beach Music	Pat Conroy	http://www.openisbn.com/cover/0553574574_72.jpg	Bantam	816
0812534832	9780812534832	Demons Don't Dream	Piers Anthony	http://www.openisbn.com/cover/0812534832_72.jpg	TOR # 812-53483-2	0
0671721623	9780671721626	Fortress Of Frost And Fire (The Bard's Tale, Book 2)	Larry Elmore,Mercedes Lackey,Ru Emerson	http://www.openisbn.com/cover/0671721623_72.jpg	Baen	304
0671698850	9780671698850	Knight Of Ghosts &amp; Shadows (Bedlam's Bard, Bk. 1)	Mercedes Lackey,Ellen Guon	http://www.openisbn.com/cover/0671698850_72.jpg	Baen	345
0671721542	9780671721541	When The Bough Breaks:  A Novel Of The Serrated Edge	Mercedes Lackey,Holly Lisle,Larry Elmore	http://www.openisbn.com/cover/0671721542_72.jpg	Baen	288
0671876155	9780671876159	Chrome Circle (The Serrated Edge, Bk. 4)	Mercedes Lackey,Larry Dixon	http://www.openisbn.com/cover/0671876155_72.jpg	Baen	368
0140434895	9780140434897	Great Expectations (Penguin Classics)	Charles Dickens,David Trotter,Charlotte Mitchell	http://www.openisbn.com/cover/0140434895_72.jpg	Penguin Classics	544
0140180923	9780140180923	Lord Jim (Penguin Classics)	Joseph Conrad	http://www.openisbn.com/cover/0140180923_72.jpg	Penguin Classics	384
0393309282	9780393309287	Journal Of A Solitude	May Sarton	http://www.openisbn.com/cover/0393309282_72.jpg	W. W. Norton &amp; Company	208
0060194790	9780060194796	Waiting : The True Confessions Of A Waitress	Debra Ginsberg	http://www.openisbn.com/cover/0060194790_72.jpg	Harper	304
0452280397	9780452280397	Paradise (Oprah's Book Club)	Toni Morrison	http://www.openisbn.com/cover/0452280397_72.jpg	Plume	352
0886773318	9780886773311	The Last Wizard (Wizard Crystal)	Tanya Huff	http://www.openisbn.com/cover/0886773318_72.jpg	DAW	288
0886775167	9780886775162	Winds Of Fate (The Mage Winds, Book 1)	Mercedes Lackey	http://www.openisbn.com/cover/0886775167_72.jpg	DAW	464
0812521145	9780812521146	Jinx High	Mercedes Lackey	http://www.openisbn.com/cover/0812521145_72.jpg	Tor	0
0671721259	9780671721251	Castle Of Deception (The Bard's Tale, Book 1)	Larry Elmore,Mercedes Lackey,Josepha Sherman	http://www.openisbn.com/cover/0671721259_72.jpg	Baen	320
0671876287	9780671876289	The Robin &amp; The Kestrel (Bardic Voices, Book 2)	Mercedes Lackey	http://www.openisbn.com/cover/0671876287_72.jpg	Baen	384
0517543346	9780517543344	Out Of Season	Ian J. Burton	http://www.openisbn.com/cover/0517543346_72.jpg	Random House Value Publishing	186
0140265988	9780140265989	Falling Leaves: The True Story Of An Unwanted Chinese Daughter	Adeline Yen Mah	http://www.openisbn.com/cover/0140265988_72.jpg	Penguin Putnam~trade	288
0752271474	9780752271477	Purple Ronnie's Love Poems	Purple Ronnie	http://www.openisbn.com/cover/0752271474_72.jpg	Macmillan UK	64
0751512966	9780751512960	Italian House	Teresa Crane	http://www.openisbn.com/cover/0751512966_72.jpg	Warner Books&gt; C/o Little Br	288
059049418X	9780590494182	The Change (Animorphs Ser., No. 13)	K.A. Applegate	http://www.openisbn.com/cover/059049418X_72.jpg	Scholastic, Inc.	162
207038165X	9782070381654	L'insoutenable Légèreté De L'être	Milan Kundera,François Ricard,François Kérel	http://www.openisbn.com/cover/207038165X_72.jpg	Gallimard	476
0531098745	9780531098745	How To Win A Pullet Surprise: The Pleasures And Pitfalls Of Our Language	Jack Clifford Smith	http://www.openisbn.com/cover/0531098745_72.jpg	F. Watts	260
0465026567	9780465026562	Gödel, Escher, Bach: An Eternal Golden Braid	Douglas R. Hofstadter	http://www.openisbn.com/cover/0465026567_72.jpg	Basic Books	832
0446674044	9780446674041	Drawing From Within: Unleashing Your Creative Potential	Nick Meglin,Diane Meglin	http://www.openisbn.com/cover/0446674044_72.jpg	Grand Central Publishing	240
1592570801	9781592570805	The Complete Idiot's Guide To Drawing, 2E	Lauren Jarrett,Lisa Lenard	http://www.openisbn.com/cover/1592570801_72.jpg	Alpha	368
1582970807	9781582970806	Memoirs Of The Soul: Writing Your Spiritual Autobiography	Nan Phifer	http://www.openisbn.com/cover/1582970807_72.jpg	Walking Stick Press	248
158180119X	9781581801194	Watercolor Pencil Magic	Cathy Ann Johnson	http://www.openisbn.com/cover/158180119X_72.jpg	North Light Books	128
1581802986	9781581802986	THE COMPLETE COLORED PENCIL BOOK	BERNARD POULIN	http://www.openisbn.com/cover/1581802986_72.jpg	NORTH LIGHT BOOKS	0
0891347208	9780891347200	Painting Houses, Cottages And Towns On Rocks	Lin Wellford	http://www.openisbn.com/cover/0891347208_72.jpg	North Light Books	128
1581800320	9781581800326	Painting Pets On Rocks	Lin Wellford	http://www.openisbn.com/cover/1581800320_72.jpg	North Light Books	128
0140390448	9780140390445	Walden And Civil Disobedience (Penguin American Library)	Henry David Thoreau,Michael Meyer	http://www.openisbn.com/cover/0140390448_72.jpg	Penguin Classics	432
0004121120	9780004121123	Learn To Paint Watercolours (Collins Learn To Paint)	Alwyn Crawshaw	http://www.openisbn.com/cover/0004121120_72.jpg	Collins	64
0861013743	9780861013746	The Creative Book Of Decorative Painting (Creative Book Of Homecrafts Series)	Juliet Bawden	http://www.openisbn.com/cover/0861013743_72.jpg	Salamander Books	128
0525945407	9780525945406	Healing Grief : Reclaiming Life After Any Loss	James Van Praagh	http://www.openisbn.com/cover/0525945407_72.jpg	Dutton Adult	286
0517654954	9780517654958	Dogs Of The World: An Illustrated Encyclopedia	Maurizio Bongianni	http://www.openisbn.com/cover/0517654954_72.jpg	Crescent	0
0025294458	9780025294455	The Wild Lawn Handbook: Alternatives To The Traditional Front Lawn	Stevie Daniels	http://www.openisbn.com/cover/0025294458_72.jpg	Macmillan General Reference	240
0903505355	9780903505352	The House Plant Expert	D.G. Hessayon	http://www.openisbn.com/cover/0903505355_72.jpg	Expert	256
0903505193	9780903505192	The Flower Expert (Expert Series)	D.G., Dr. Hessayon	http://www.openisbn.com/cover/0903505193_72.jpg	Sterling Pub Co Inc	160
1551050765	9781551050768	Lois Hole's Perennial Favorites	Lois Hole	http://www.openisbn.com/cover/1551050765_72.jpg	Lone Pine Publishing	352
0517693399	9780517693391	The Essential Gardener	Derek Fell	http://www.openisbn.com/cover/0517693399_72.jpg	Gramercy	0
1859671039	9781859671030	The Decorated Garden Room: Interior Design For Your Outside Living Space	Tessa Evelegh,Debbie Patterson	http://www.openisbn.com/cover/1859671039_72.jpg	Lorenz Books	160
0458921009	9780458921003	The Rutland Dirty Weekend Book	Eric Idle	http://www.openisbn.com/cover/0458921009_72.jpg	Methuen Drama	0
1842151126	9781842151129	Runes: For Divination, Protection And Healing (Guide For Life)	Andy Baggott	http://www.openisbn.com/cover/1842151126_72.jpg	Anness	64
0920656404	9780920656402	Mammals Of The Canadian Wild	Adrian Forsyth	http://www.openisbn.com/cover/0920656404_72.jpg	Camden House	352
0399139206	9780399139208	Walking Shadow	Robert B. Parker	http://www.openisbn.com/cover/0399139206_72.jpg	Putnam Adult	270
0060163704	9780060163709	Coyote Waits	Tony Hillerman	http://www.openisbn.com/cover/0060163704_72.jpg	Harpercollins	292
0920656080	9780920656082	The Architecture Of Animals: The Equinox Guide To Wildlife Structures	Adrian Forsyth	http://www.openisbn.com/cover/0920656080_72.jpg	Camden House	72
0920656943	9780920656945	Exploring The World Of Birds: An Equinox Guide To Avian Life	Adrian Forsyth,Laurel Aziz	http://www.openisbn.com/cover/0920656943_72.jpg	Camden House	72
0835607771	9780835607773	Visual Journaling: Going Deeper Than Words	Barbara Ganim,Susan Fox	http://www.openisbn.com/cover/0835607771_72.jpg	Quest Books	171
0345391373	9780345391377	An Incomplete Education, Revised Edition	Judy Jones,William Wilson	http://www.openisbn.com/cover/0345391373_72.jpg	Ballantine Books	704
0714836257	9780714836256	The Art Book	Editors Of Phaidon Press	http://www.openisbn.com/cover/0714836257_72.jpg	Phaidon Press	515
0920656269	9780920656266	Nightwatch: An Equinox Guide To Viewing The Universe	Terence Dickinson	http://www.openisbn.com/cover/0920656269_72.jpg	Camden House Publishing (Ontario, CA)	159
0345400577	9780345400574	A Book Of Angels: Reflections On Angels Past And Present And True Stories Of How They Touch Our Lives	Sophy Burnham	http://www.openisbn.com/cover/0345400577_72.jpg	Ballantine Books	416
0679419616	9780679419617	From Beginning To End:: The Rituals Of Our Lives	Robert Fulghum	http://www.openisbn.com/cover/0679419616_72.jpg	Villard	273
0201567792	9780201567793	Lighten Up: Survival Skills For People Under Pressure (A William Patrick Book)	C. W. Metcalf,Roma Felible	http://www.openisbn.com/cover/0201567792_72.jpg	Perseus Books	290
0517331942	9780517331941	Meaning Of Masonry	W. L. Wilmshurst	http://www.openisbn.com/cover/0517331942_72.jpg	Gramercy	224
1568361742	9781568361741	Off The Map: The Curious Histories Of Place-Names	Derek Nelson	http://www.openisbn.com/cover/1568361742_72.jpg	Kodansha Amer Inc	200
0385315058	9780385315050	It's Only Too Late If You Don't Start Now : How To Create Your Second Life After Forty	Barbara Sher	http://www.openisbn.com/cover/0385315058_72.jpg	Delacorte Press	352
9747315084	9789747315080	Bangkok : The Story Of A City	Alec Waugh	http://www.openisbn.com/cover/9747315084_72.jpg	White Lotus Co., Ltd.	276
3453152891	9783453152892	Operation Rainbow	Tom Clancy	http://www.openisbn.com/cover/3453152891_72.jpg	Heyne	0
3442352983	9783442352982	Kopfüber In Die Kissen: Roman	Susan Elizabeth Phillips,Gertrud Wittich	http://www.openisbn.com/cover/3442352983_72.jpg	Blanvalet Taschenbuch Verlag	416
3499101505	9783499101502	Der Richter Und Sein Henker.	Friedrich Dürrenmatt	http://www.openisbn.com/cover/3499101505_72.jpg	Rororo	128
3518382357	9783518382356	Von Liebe Und Schatten: Roman (suhrkamp Taschenbuch)	Isabel Allende,Dagmar Ploetz	http://www.openisbn.com/cover/3518382357_72.jpg	Suhrkamp Verlag	424
3442446929	9783442446926	Der Keltische Ring.	Björn Larsson,Jörg Scherzer	http://www.openisbn.com/cover/3442446929_72.jpg	Goldmann	350
3257218478	9783257218473	Indianersommer	Urs Widmer	http://www.openisbn.com/cover/3257218478_72.jpg	Diogenes Verlag	79
0684854341	9780684854342	HEN FRIGATES: Passion And Peril, Nineteenth-Century Women At Sea	Joan Druett	http://www.openisbn.com/cover/0684854341_72.jpg	Simon &amp; Schuster	272
3453052544	9783453052543	Christine	Stephen King	http://www.openisbn.com/cover/3453052544_72.jpg	Heyne	0
3442724295	9783442724291	Warten Auf Kerouac	Joyce Johnson,Thomas Nils Lindquist	http://www.openisbn.com/cover/3442724295_72.jpg	Btb	0
0821225685	9780821225684	Hand And Home: The Homes Of American Craftsmen	Tommy Simpson,Lisa Hammel,William Bennett Seitz	http://www.openisbn.com/cover/0821225685_72.jpg	Bulfinch Pr	151
0449209881	9780449209882	Angle Of Repose	Wallace Stegner	http://www.openisbn.com/cover/0449209881_72.jpg	Fawcett	512
0375724443	9780375724442	Ava's Man	Rick Bragg	http://www.openisbn.com/cover/0375724443_72.jpg	Vintage	272
0140282777	9780140282771	Big Fish: A Novel Of Mythic Proportions	Daniel Wallace	http://www.openisbn.com/cover/0140282777_72.jpg	Penguin (Non-Classics)	208
034541005X	9780345410054	The Power Of One: A Novel	Bryce Courtenay	http://www.openisbn.com/cover/034541005X_72.jpg	Ballantine Books	544
2894294247	9782894294246	Cat Lovers Companion		http://www.openisbn.com/cover/2894294247_72.jpg	Joshua Morris Pub	0
0553159445	9780553159448	Sarah's Dad And Sophia's Mom (Sweet Valley Twins And Friends, No 62)	Francine Pascal	http://www.openisbn.com/cover/0553159445_72.jpg	Sweet Valley	0
0380713349	9780380713349	Polly Panic	Mary Francis Shura	http://www.openisbn.com/cover/0380713349_72.jpg	Avon Books (Mm)	0
059044333X	9780590443333	The Girlfriend (Point Horror Series)	R. L. Stine	http://www.openisbn.com/cover/059044333X_72.jpg	Scholastic, Inc	176
0380614324	9780380614325	I Love You, Stupid	Harry Mazer	http://www.openisbn.com/cover/0380614324_72.jpg	Avon Books (Mm)	0
0440911257	9780440911258	The Castle Of Llyr	Lloyd Alexander	http://www.openisbn.com/cover/0440911257_72.jpg	Laurel Leaf	206
0671736795	9780671736798	The DANCE (FINAL FRIENDS 2): THE DANCE (Final Friends, Book 2)	Pike	http://www.openisbn.com/cover/0671736795_72.jpg	Simon Pulse	240
0671529544	9780671529543	Forbidden Secrets: Fear Street Sagas #3	R.L. Stine	http://www.openisbn.com/cover/0671529544_72.jpg	Simon Pulse	176
0671628410	9780671628413	Why Me?	Ellen Conford	http://www.openisbn.com/cover/0671628410_72.jpg	Pocket Books	0
0425133184	9780425133187	Sunset Reunion	Cherie Bennett	http://www.openisbn.com/cover/0425133184_72.jpg	Berkley	0
0671888285	9780671888282	My Girl 2: A Novel	Patricia Hermes,Laurice Elehwany,Janet Kovalcik	http://www.openisbn.com/cover/0671888285_72.jpg	Simon Spotlight Entertainment	179
0425127729	9780425127728	Sunset Farewell (Sunset Island, 4)	Cherie Bennett	http://www.openisbn.com/cover/0425127729_72.jpg	Berkley	213
0671894242	9780671894245	Bad Moonlight (Fear Street Super Chillers, No. 8)	R. L. Stine	http://www.openisbn.com/cover/0671894242_72.jpg	Archway	195
0671529560	9780671529567	The Loudest Scream (Fear Street: Fear Park, No. 2)	R. L. Stine	http://www.openisbn.com/cover/0671529560_72.jpg	Simon Pulse	176
059045370X	9780590453707	Let's Get Invisible! (Goosebumps, No. 6)	R. L. Stine	http://www.openisbn.com/cover/059045370X_72.jpg	Scholastic	0
0590453696	9780590453691	The Curse Of The Mummy's Tomb (Goosebumps)	R. L. Stine	http://www.openisbn.com/cover/0590453696_72.jpg	Scholastic	132
0590477382	9780590477383	One Day At Horrorland (Goosebumps #16)	R. L. Stine	http://www.openisbn.com/cover/0590477382_72.jpg	Apple	123
0590466186	9780590466189	The Girl Who Cried Monster (Goosebumps, No. 8)	R. L. Stine	http://www.openisbn.com/cover/0590466186_72.jpg	Scholastic Inc.	137
0446602558	9780446602556	Sweetwater	Dorothy Garlock	http://www.openisbn.com/cover/0446602558_72.jpg	Grand Central Publishing	496
0316485187	9780316485180	How To Get What You Want In Life With The Money You Already Have	Carol Keeffe	http://www.openisbn.com/cover/0316485187_72.jpg	Little, Brown And Company	256
0890819858	9780890819852	Jerusalem The City Of God	Ellen Gunderson Traylor	http://www.openisbn.com/cover/0890819858_72.jpg	Harvest House Pub	631
0310539218	9780310539216	Armageddon, Oil, And The Middle East Crisis: What The Bible Says About The Future Of The MiddleEast And The End Of Western Civilization	John F. Walvoord	http://www.openisbn.com/cover/0310539218_72.jpg	Zondervan Publishing House	240
156761583X	9781567615838	The Complete Idiot's Guide To Buying And Upgrading PCs	Alpha Staff,Shelley O'Hara	http://www.openisbn.com/cover/156761583X_72.jpg	Alpha Books	305
0805042768	9780805042764	Debt Free!: Your Guide To Personal Bankruptcy Without Shame	James P. Caher,John M. Caher	http://www.openisbn.com/cover/0805042768_72.jpg	Holt Paperbacks	256
0883964481	9780883964484	Always Believe In Yourself And Your Dreams (Blue Mountain Arts Collection)	Patricia Wayant,Patricia Waynant	http://www.openisbn.com/cover/0883964481_72.jpg	Blue Mountain Arts	64
0140432914	9780140432916	The Fall Of The House Of Usher And Other Writings: Poems, Tales, Essays, And Reviews (Penguin Classics)	Edgar Allan Poe,David Galloway	http://www.openisbn.com/cover/0140432914_72.jpg	Penguin Classics	544
0006742939	9780006742937	Weirdstone Of Brisingamen New Ed	Alan Garner	http://www.openisbn.com/cover/0006742939_72.jpg	Lions	224
1573222321	9781573222327	Journals	Kurt Cobain	http://www.openisbn.com/cover/1573222321_72.jpg	Riverhead Hardcover	280
0688163165	9780688163167	Mystic River	Dennis Lehane	http://www.openisbn.com/cover/0688163165_72.jpg	William Morrow	416
0064400204	9780064400206	Sounder	William H. Armstrong,James Barkley	http://www.openisbn.com/cover/0064400204_72.jpg	HarperCollins	116
0060557540	9780060557546	The Known World	Edward P. Jones	http://www.openisbn.com/cover/0060557540_72.jpg	Amistad	388
0525947671	9780525947677	The Lady And The Unicorn	Tracy Chevalier	http://www.openisbn.com/cover/0525947671_72.jpg	Dutton Adult	250
0151004439	9780151004430	Snow Falling On Cedars: Movie Tie-in Edition	David Guterson	http://www.openisbn.com/cover/0151004439_72.jpg	Houghton Mifflin Harcourt	352
0679642382	9780679642381	Possession: A Romance (Modern Library)	A.S. Byatt	http://www.openisbn.com/cover/0679642382_72.jpg	Modern Library	640
0804113475	9780804113472	Ladder Of Years	Anne Tyler	http://www.openisbn.com/cover/0804113475_72.jpg	Ivy Books	416
037576013X	9780375760136	Daniel Deronda (Modern Library Classics)	George Eliot,Edmund White	http://www.openisbn.com/cover/037576013X_72.jpg	Modern Library	832
0679455612	9780679455615	A Lesson Before Dying	Ernest J. Gaines	http://www.openisbn.com/cover/0679455612_72.jpg	Knopf	256
0553212435	9780553212433	Villette (Bantam Classics)	Charlotte Bronte	http://www.openisbn.com/cover/0553212435_72.jpg	Bantam Classics	576
0440147956	9780440147954	Light A Penny Candle	Maeve Binchy	http://www.openisbn.com/cover/0440147956_72.jpg	Dell	0
0375415351	9780375415357	Sula (Oprah's Book Club)	Toni Morrison	http://www.openisbn.com/cover/0375415351_72.jpg	Knopf	192
0763616052	9780763616052	Because Of Winn-Dixie	Kate DiCamillo	http://www.openisbn.com/cover/0763616052_72.jpg	Candlewick	192
0380432811	9780380432813	Bridge To Terabithia	Katherine Paterson	http://www.openisbn.com/cover/0380432811_72.jpg	Avon Books	0
0440212359	9780440212355	London Transports	Maeve Binchy	http://www.openisbn.com/cover/0440212359_72.jpg	Dell	384
0670857459	9780670857456	Felicia's Journey	William Trevor	http://www.openisbn.com/cover/0670857459_72.jpg	Viking Adult	224
1582344094	9781582344096	The Bobby Gold Stories: A Novel	Anthony Bourdain	http://www.openisbn.com/cover/1582344094_72.jpg	Bloomsbury USA	176
0452285062	9780452285064	The Grits (Girls Raised In The South) Guide To Life	Deborah Ford	http://www.openisbn.com/cover/0452285062_72.jpg	Plume	272
0805063315	9780805063318	Dr. Tatiana's Sex Advice To All Creation: The Definitive Guide To The Evolutionary Biology Of Sex	Olivia Judson	http://www.openisbn.com/cover/0805063315_72.jpg	Metropolitan Books	320
0671507303	9780671507305	Dead Cert	Dick Francis	http://www.openisbn.com/cover/0671507303_72.jpg	Pocket	256
0684844141	9780684844145	Fanny Kemble's Civil Wars	Catherine Clinton	http://www.openisbn.com/cover/0684844141_72.jpg	Simon &amp; Schuster	304
0394722531	9780394722535	The Plantation Mistress: Woman's World In The Old South	Catherine Clinton	http://www.openisbn.com/cover/0394722531_72.jpg	Pantheon	331
0375504184	9780375504181	I Knew A Woman: The Experience Of The Female Body	Cortney Davis	http://www.openisbn.com/cover/0375504184_72.jpg	Random House	288
0671009443	9780671009441	Private Parts	Howard Stern	http://www.openisbn.com/cover/0671009443_72.jpg	Pocket	688
0425165337	9780425165331	The Dream Stalker (A Wind River Reservation Myste)	Margaret Coel	http://www.openisbn.com/cover/0425165337_72.jpg	Berkley	272
0553579207	9780553579208	Ancient Ones	Kirk Mitchell	http://www.openisbn.com/cover/0553579207_72.jpg	Bantam	400
0060529148	9780060529147	Give Me A Break: How I Exposed Hucksters, Cheats, And Scam Artists And Became The Scourge Of The Liberal Media...	John Stossel	http://www.openisbn.com/cover/0060529148_72.jpg	HarperCollins	304
006104444X	9780061044441	Zen Attitude	Sujata Massey	http://www.openisbn.com/cover/006104444X_72.jpg	HarperTorch	320
1400034817	9781400034819	Red Meat Cures Cancer	Starbuck O'Dwyer	http://www.openisbn.com/cover/1400034817_72.jpg	Vintage	336
0553378007	9780553378009	The Scalpel And The Silver Bear: The First Navajo Woman Surgeon Combines Western Medicine And Traditional Healing	Lori Alvord,Elizabeth Cohen Van Pelt	http://www.openisbn.com/cover/0553378007_72.jpg	Bantam	204
0836226844	9780836226843	Forever, Erma: Best-Loved Writing From America's Favorite Humorist	Erma Bombeck	http://www.openisbn.com/cover/0836226844_72.jpg	Andrews Mcmeel Pub	273
0515113328	9780515113327	The Cat Who Went Into The Closet	Lilian Jackson Braun	http://www.openisbn.com/cover/0515113328_72.jpg	Jove	288
0345368436	9780345368430	Douglas Adams's Starship Titanic	Terry Jones	http://www.openisbn.com/cover/0345368436_72.jpg	Ballantine Books	256
0515093203	9780515093209	The Cat Who Played Post Office	Lilian Jackson Braun	http://www.openisbn.com/cover/0515093203_72.jpg	Jove	272
0446525731	9780446525732	The Christmas Train	David Baldacci	http://www.openisbn.com/cover/0446525731_72.jpg	Warner Books	272
0449212653	9780449212653	Flying Finish	Dick Francis	http://www.openisbn.com/cover/0449212653_72.jpg	Fawcett	0
0515107867	9780515107869	The Cat Who Knew A Cardinal	Lilian Jackson Braun	http://www.openisbn.com/cover/0515107867_72.jpg	Jove	288
0140232257	9780140232257	Monster: The Autobiography Of An L.A. Gang Member	Sanyika Shakur,Monster Kody Scott	http://www.openisbn.com/cover/0140232257_72.jpg	Penguin (Non-Classics)	400
0449220273	9780449220276	Death And The Dogwalker	A. J. Orde,Sheri S Tepper	http://www.openisbn.com/cover/0449220273_72.jpg	Fawcett	0
0312864876	9780312864873	Household Gods	Judith Tarr,Harry Turtledove	http://www.openisbn.com/cover/0312864876_72.jpg	Tor Books	508
0684813637	9780684813639	John Adams	David McCullough	http://www.openisbn.com/cover/0684813637_72.jpg	Simon &amp; Schuster	752
0451192931	9780451192936	Just Plain Pickled To Death (Pennsylvania Dutch Mystery)	Tamar Myers	http://www.openisbn.com/cover/0451192931_72.jpg	Signet	272
0446400564	9780446400565	Dead Men's Hearts	Aaron Elkins	http://www.openisbn.com/cover/0446400564_72.jpg	Mysterious Press	256
0446403083	9780446403085	Make No Bones	Aaron J. Elkins	http://www.openisbn.com/cover/0446403083_72.jpg	Mysterious Pr	234
0445406836	9780445406834	The Corpse In Oozak's Pond (Peter Shandy Mysteries)	Charlotte MacLeod	http://www.openisbn.com/cover/0445406836_72.jpg	Mysterious Pr	203
0156003376	9780156003377	The Only Investment Guide You'll Ever Need	Andrew Tobias	http://www.openisbn.com/cover/0156003376_72.jpg	Harcourt	221
0515132268	9780515132267	The Cat Who Smelled A Rat	Lilian Jackson Braun	http://www.openisbn.com/cover/0515132268_72.jpg	Jove	304
0399524827	9780399524820	Dr. Jane's Natural Care For A Healthier, Happier Dog	Jane Bicks	http://www.openisbn.com/cover/0399524827_72.jpg	Perigee Trade	167
1563055619	9781563055614	Guerrillas Of Goodness Handbook	Milli Nickell,Gary Land	http://www.openisbn.com/cover/1563055619_72.jpg	Workman Pub Co	132
0451205685	9780451205681	Gruel And Unusual Punishment (Pennsylvania Dutch Mystery)	Tamar Myers	http://www.openisbn.com/cover/0451205685_72.jpg	Signet	272
0451190572	9780451190574	Green Mile Book 6: Coffey On The Mile: The Green Mile, Part 6	Stephen King	http://www.openisbn.com/cover/0451190572_72.jpg	Signet	144
1555218067	9781555218065	History Of Witchcraft	Montague Summers	http://www.openisbn.com/cover/1555218067_72.jpg	Castle/ Book Sales	353
0525940413	9780525940418	So Far...	Kelsey Grammer	http://www.openisbn.com/cover/0525940413_72.jpg	Dutton Adult	240
0440411394	9780440411390	Under The Blood-Red Sun	Graham Salisbury	http://www.openisbn.com/cover/0440411394_72.jpg	Yearling	256
0590425609	9780590425605	Stealing Home: The Story Of Jackie Robinson (Scholastic Biography)	Barry Denenberg	http://www.openisbn.com/cover/0590425609_72.jpg	Scholastic Paperbacks	128
0425187101	9780425187104	Canine Caper: Real-Life Tales Of A Female Pet Vigilante	Rose Block,Delilah Ahrendt	http://www.openisbn.com/cover/0425187101_72.jpg	Berkley	256
1857026012	9781857026016	Wit &amp; Wisdom Of Jane Austen	Michael Kerrigan	http://www.openisbn.com/cover/1857026012_72.jpg	Fourth Estate	122
014007385X	9780140073850	Cafe Le Dog (Short Fiction)	Matt Cohen	http://www.openisbn.com/cover/014007385X_72.jpg	Penguin Putnam~trade	208
0905762207	9780905762203	Frogs In A Well: Indian Women In Purdah	Patricia Jeffery	http://www.openisbn.com/cover/0905762207_72.jpg	Lawrence Hill &amp; Co	208
0771014813	9780771014819	The Wandering Soul Murders	Gail Bowen	http://www.openisbn.com/cover/0771014813_72.jpg	McClelland &amp; Stewart	216
0028610865	9780028610863	The Complete Idiot's Guide To Managing Stress	Jeff Davidson Jeffrey P.; Davidson	http://www.openisbn.com/cover/0028610865_72.jpg	Macmillan Distribution	288
0312862091	9780312862091	Preternatural	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312862091_72.jpg	Tor Books	352
0312064330	9780312064334	Otherwhere	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312064330_72.jpg	St Martins Pr	317
0312093586	9780312093587	Otherwise (Others Series, Vol 3)	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312093586_72.jpg	St Martins Pr	306
0312866712	9780312866716	Preternatural Too: Gyre	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312866712_72.jpg	Tor Books	320
0553229281	9780553229288	Majipoor Chronicles	Robert Silverberg	http://www.openisbn.com/cover/0553229281_72.jpg	Bantam	281
0553244949	9780553244946	Valentine Pontifex (Majipoor: Lord Valentine, Book 3)	Robert Silverberg	http://www.openisbn.com/cover/0553244949_72.jpg	Spectra	368
0441646611	9780441646616	Cat-a-Lyst	Alan Dean Foster	http://www.openisbn.com/cover/0441646611_72.jpg	Ace	325
0441516645	9780441516643	Glory Lane	Alan Dean Foster	http://www.openisbn.com/cover/0441516645_72.jpg	Ace	295
0671601075	9780671601072	Life, The Universe And Everything	Douglas Adams	http://www.openisbn.com/cover/0671601075_72.jpg	Pocket	227
067166493X	9780671664930	So Long And Thanks For All The Fish	Douglas Adams	http://www.openisbn.com/cover/067166493X_72.jpg	Pocket	0
0671532642	9780671532642	The Restaurant At The End Of The Universe	Douglas Adams	http://www.openisbn.com/cover/0671532642_72.jpg	Pocket	0
9681908244	9789681908249	La Piel Del Cielo (Spanish Edition)	Elena Poniatowska	http://www.openisbn.com/cover/9681908244_72.jpg	Alfaguara	480
0886772680	9780886772680	The Best Of Marion Zimmer Bradley (Daw Science Fiction)	Marion Zimmer Bradley	http://www.openisbn.com/cover/0886772680_72.jpg	DAW	1
0812511840	9780812511840	Knight Moves	Walter Jon Williams	http://www.openisbn.com/cover/0812511840_72.jpg	Tor Books	0
0671865714	9780671865719	Here There Be Dragons (Star Trek The Next Generation, No 28)	John Peel	http://www.openisbn.com/cover/0671865714_72.jpg	Star Trek	275
0515105449	9780515105445	Few Die Well	David R. Olson	http://www.openisbn.com/cover/0515105449_72.jpg	Jove	310
0451404505	9780451404503	The Right Kind Of War	John McCormick	http://www.openisbn.com/cover/0451404505_72.jpg	Onyx	384
0515112461	9780515112467	Targets Of Opportunity	Joe Weber	http://www.openisbn.com/cover/0515112461_72.jpg	Jove	10
0451407504	9780451407504	Seaspell	Bronwyn Williams	http://www.openisbn.com/cover/0451407504_72.jpg	Topaz	0
0449206440	9780449206447	The Crystal Cave (The Arthurian Saga, Book 1)	Mary Stewart	http://www.openisbn.com/cover/0449206440_72.jpg	Eos (Trade)	512
0380809176	9780380809172	Meet Me At Midnight (With This Ring, Book 2)	Suzanne Enoch	http://www.openisbn.com/cover/0380809176_72.jpg	Avon	384
